fare_amount,passenger_count_2.0,passenger_count_3.0,passenger_count_4.0,passenger_count_5.0,passenger_count_6.0,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,session_evening,session_morning,session_night_AM,session_night_PM,season_summer,season_winter,week_weekend,distance_km
14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.477324172
6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.122845088
4.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.159644554
8.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.181933797
10.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.472324294
18.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.671242282
9.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.400570725
7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.231851632
4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.088521139
12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.460616248
7.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.225974163
6.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.144431499
6.809735916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.175686734
11.22640579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.284030758
7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.383684552
7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.220876458
7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.180025493
5.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.084135782
12.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.397514751
10.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.369197281
6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.243771818
4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.097263139
4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0609036
8.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.293191942
8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.256331597
8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.233452409
11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.61996445
7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.232604334
8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.242128301
11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.176102641
7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.207239638
4.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.179377294
21.17012631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.819936383
10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.489333135
5.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.155492069
10.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.247454528
4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.176193702
3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.090764028
9.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.369771303
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.168420752
6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.199941157
5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.118888845
6.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.261762076
2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.000389968
3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.111331257
16.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.916600616
13.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.871016421
6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.208842431
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.436313177
6.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.206109782
8.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.281731002
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.191524039
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.238145558
12.64175685,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.718418951
8.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.418623055
9.3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.409779286
5.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.178239757
10.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.404030427
6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.223486988
7.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.21539738
4.9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.200661242
15.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.534562621
6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.270385957
5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.113317442
17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.477225041
11.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0.523980975
14.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.462462191
7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.185138369
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.117569801
10.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.242844573
5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.10719107
13.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.413255116
4.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.106925133
18.54980976,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.980856989
19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.680714306
8.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.317028552
9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.286416406
9,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.290893696
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.162999411
9.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.251814345
4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.091544582
4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.171840374
11.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.519320888
10.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.320975834
5.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.119661663
6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.28944088
4.9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.154443383
16.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.770268446
13.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.467132335
6.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.385390015
5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.145156473
8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.282258718
8.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.183325384
10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.092028124
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2316686
4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.111189289
13.42130405,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.558956227
4.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.116307759
7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.313968527
8.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.259685194
3.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.013844006
7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.33473212
3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.086972321
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.142959762
12.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.447688259
10.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.371740752
5.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.134677038
14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.554168711
13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.457655251
13.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.263810411
19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.551448948
6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.357338164
8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.30153467
11.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.405805641
6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.195518014
7.7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.291884068
6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.138460209
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.197323634
10.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.538682076
8.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.283685673
7.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.097513213
19.42886367,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.763150287
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.157605482
16.9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.461067236
9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.281543081
8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.174999559
18.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.624209267
16.94032253,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.994098646
10.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.332549294
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.132200834
17.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.6142982
6.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.23368007
10.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.629351575
5.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.09186964
9.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.348912088
14.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.390801724
11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.226002742
4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.137247522
12.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.514830546
15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.173373181
5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.11535072
18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.733837288
6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.139518745
4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.12390605
17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.607120093
3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066017165
6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.341596353
6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.29123154
9.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16354012
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.188738714
3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.023866512
15,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.517479157
5.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.233631297
8.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.256093576
7.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.363149653
5.7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.002137849
7.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.184569147
3.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.059085418
7.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.229496507
10.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.323624942
6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10245807
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.380551626
8.782300942,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.312117153
7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.227531879
7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.241697193
9.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.44299059
6.10390583,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.153089979
3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.055032337
5.541543967,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.011580128
15.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.799915224
2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
13.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.691560013
6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.13996557
7.5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.203438555
16.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.603008329
12.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0.178015277
6.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.25388895
13.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.544151442
14.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.713103604
9.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.625281015
4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.127862422
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.362230977
21.43273222,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.621634092
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.410986763
11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.392258691
13.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.434338556
2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.040850003
5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.115596576
13.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.555543187
9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.298710549
5.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.122393219
4.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.197330333
3.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.099785475
9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.219741275
12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.437202693
16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.532638252
4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.142105633
16.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.558906741
7.3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.30855474
5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.235807518
3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.08374741
4.9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.159824369
8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.252034424
3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.060660138
8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.264456511
8.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.346404298
6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.073458778
10.15350909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.417036127
5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.153595117
10.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.452614476
4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.137603613
11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.296168653
12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.421319676
11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.394582665
11.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.472121751
5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.111684654
8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.327330895
12.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.623140017
6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.230100051
5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.125607314
7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.220369372
8.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.224115217
19.7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.842883339
16.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.456619045
7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.285122903
14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.545324491
8.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.328083368
7.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.221748191
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.405357198
10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.247156093
14.92328912,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.475109498
19,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.562561494
7.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.284762218
6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.153273373
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.405911562
5.5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0.127466907
22.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7818299
5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.212702413
5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.108606409
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.196836447
13.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.374203441
9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.336877152
15.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.448811815
6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.336510531
4.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.048573248
3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.050913808
9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.222362459
11.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.352833204
4.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.067452264
13,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.242427005
8.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.246477873
15.7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.791220292
7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.186500589
12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.568908517
20.81329272,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.844176386
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.265556725
11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.306866217
15.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.960110867
3.3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.09794998
19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.631931651
5.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.157019961
3.3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0.068062803
11.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.550486314
8.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.28415308
6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25307645
7.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.297710392
6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.378620764
3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.03690966
3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.048136322
9.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.500248172
5.3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.145097443
18.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.819605569
10,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.319739389
5.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.096012371
12.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.541177426
10.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.386651756
9.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.401021807
6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.232129031
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.410114026
6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.229901514
4.9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.180792244
7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.33446151
17.02176064,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.769977131
5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.090739554
8.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.314956313
19.37355286,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.718299605
19.06555548,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.833667917
11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.697627689
6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.082321207
19.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.637609809
8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.361171549
8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.477784822
6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.125570839
8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.287198334
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.149040555
6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.246309352
21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.839386535
6.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.193076621
16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.866952884
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.106933625
9.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.193812234
4.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.129701117
